target,feature_set,n_features,mae,rmse,mape,r2,mean_error,mean_over_prediction,mean_under_prediction
AST,hybrid,35,3.875604245921363,4.924128816160418,15.094114364320314,0.11485909307524389,0.10039583248351862,3.761907766490773,-4.003022714248749
AST,top_20_rf,20,3.9230909625169024,4.9489124218473375,15.218059920254138,0.10592667498039354,-0.012950144509876891,3.8170422271020965,-4.034442134702449
AST,random_forest,166,3.9532999877278288,4.977500938602873,15.352053329943862,0.09556720393466489,-0.04056907543338204,3.9287012425487107,-3.97769955278404
AST,pvalue,13,3.9534789703850852,4.990322138482869,15.433898701751852,0.09090187152992202,0.17069389496775084,3.799799718639691,-4.135845015789618
AST,intersection,13,3.9610012417000324,4.992488068570832,15.467802423161753,0.09011255563297493,0.1828516903238799,3.832285042398054,-4.11249906919705
AST,top_10_rf,10,4.050935518068695,5.123353361040339,15.718361938603989,0.041786639707906637,0.0018209572144680518,3.9879123716786316,-4.133121087013028
